CustomerKey,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday
1472712,Male,Jose Staggs,Wahoo,Ne,Nebraska,68066,United States,North America,1942-09-17
1472731,Male,Martin Owen,Los Angeles,Ca,California,90017,United States,North America,1973-09-02
1472942,Male,Brian Leach,Oklahoma City,Ok,Oklahoma,73162,United States,North America,1966-01-30
1472967,Female,Susie Masters,Okeechobee,Fl,Florida,33472,United States,North America,1996-07-07
1473090,Female,Charmaine Lynn,Los Angeles,Ca,California,90017,United States,North America,1984-11-24
1473522,Female,Susan Cecil,Strongsville,Oh,Ohio,44136,United States,North America,1949-08-16
1473690,Female,Elaine Arce,San Antonio,Tx,Texas,78205,United States,North America,1979-05-06
1474128,Male,James White,Thomas (Bureau),Il,Illinois,61346,United States,North America,1966-10-11
1474188,Male,Steve Berrios,Richmond,Ca,California,94801,United States,North America,1985-02-13
1474189,Male,Casey Pringle,Rockford,Il,Illinois,61101,United States,North America,1977-05-18
1474251,Female,Dorothy Pedraza,Wheeling,Wv,West Virginia,26003,United States,North America,2000-12-16
1474264,Female,Velia Solis,Brussels,Il,Illinois,62013,United States,North America,2001-07-27
1474363,Female,Mary Brown,Big Timber,Mt,Montana,59011,United States,North America,1941-08-31
1474420,Male,Michael Walker,Princeton,Tx,Texas,75000,United States,North America,1969-08-13
1474834,Male,Kevin Madsen,Brooks,Wi,Wisconsin,53921,United States,North America,1951-07-23
1475255,Female,Juanita Robinson,Birmingham,Al,Alabama,35209,United States,North America,1973-10-02
1475374,Female,Rebecca Wood,Portage Des Sioux,Mo,Missouri,63373,United States,North America,1971-07-16
1475591,Male,Lonny Beard,Sugar Notch,Pa,Pennsylvania,18706,United States,North America,1972-09-25
1475761,Female,Ana Phillips,Woodford,Wi,Wisconsin,53599,United States,North America,1951-02-12
1475886,Male,Michael Tapia,Bensenville,Il,Illinois,60106,United States,North America,1954-03-06
1475900,Male,Carlos Legros,Eugene,Or,Oregon,97401,United States,North America,1987-04-22
1476040,Female,Patricia Roberts,Littleton,Co,Colorado,80120,United States,North America,1935-03-27
1476356,Female,Theresa White,Archie,Mo,Missouri,64725,United States,North America,1950-05-09
1476450,Male,Steven Moore,Phoenix,Az,Arizona,85009,United States,North America,1962-09-28
1476600,Male,Anthony Anderson,Denver,Co,Colorado,80202,United States,North America,1949-11-28
1476634,Male,Robert Russell,Columbus,Oh,Ohio,43215,United States,North America,1967-10-08
1476648,Male,Matthew Mills,Manhattan,Ny,New York,10107,United States,North America,1991-09-05
1476747,Male,Thomas Flowers,Auburn,Wa,Washington,98002,United States,North America,1998-02-16
1476834,Female,Justine Keith,Pleasantville,Ny,New York,10570,United States,North America,1980-04-16
1476967,Male,Elden Brown,Roslyn,Ny,New York,11576,United States,North America,1984-02-03
1477324,Female,Thelma Freeman,Ethel,Ms,Mississippi,39067,United States,North America,1966-06-07
1477343,Male,Joseph Rickman,Port Angeles,Wa,Washington,98362,United States,North America,1978-06-30
1477627,Male,Mark Stahl,Owensboro,Ky,Kentucky,42301,United States,North America,1991-04-01
1477712,Female,Rachel Rivera,Warren,Oh,Ohio,44481,United States,North America,1992-10-22
1477953,Female,Irene Bellinger,Bellevue,Wa,Washington,98004,United States,North America,1998-09-12
1478150,Male,Jaime Byrd,Charlotte,Nc,North Carolina,28209,United States,North America,1984-01-07
1478441,Male,Robin Castaneda,Emmett,Id,Idaho,83617,United States,North America,1941-11-16
1478481,Male,Herbert Lacher,Columbus,Oh,Ohio,43201,United States,North America,1941-01-05
1478631,Female,Linda Leach,Silverdale,Wa,Washington,98383,United States,North America,1947-01-06
1478691,Male,Joey Graham,Gresham,Or,Oregon,97030,United States,North America,1970-10-04
1478876,Male,Roger Rains,Oakland,Ca,California,94607,United States,North America,1968-07-28
1479015,Female,Mariann Young,Boca Raton,Fl,Florida,33487,United States,North America,1945-03-01
1479035,Male,Roland Mcdonald,Baltimore,Md,Maryland,21202,United States,North America,1972-11-06
1479117,Male,Joseph Pender,Cincinnati,Ky,Kentucky,45203,United States,North America,1981-01-01
1479170,Male,Robert Harrell,Maryville,Tn,Tennessee,37801,United States,North America,1966-09-15
1479334,Female,Debra Worthley,Washington,Dc,Washington Dc,20036,United States,North America,1938-05-29
1480115,Male,Rafael Ledford,Memphis,Tn,Tennessee,38116,United States,North America,1973-12-24
1480191,Female,Linda Abraham,New York,Ny,New York,10016,United States,North America,1984-05-07
1480257,Male,Calvin Young,Melbourne,Ar,Arkansas,72556,United States,North America,1940-05-15
1480276,Male,Michael Maxwell,Gainesville,Ga,Georgia,30501,United States,North America,1946-02-27
1480378,Female,Linda Vasquez,Beckville,Tx,Texas,75631,United States,North America,1957-09-29
1480712,Male,Jerry Duhon,Des Moines,Ia,Iowa,50309,United States,North America,1943-03-04
1480876,Female,Marilyn Lavelle,Salt Lake City,Ut,Utah,84104,United States,North America,1935-12-27
1480890,Female,Josephine Collins,Clarkfield,Mn,Minnesota,56223,United States,North America,1935-11-17
1480971,Female,Jennifer Sutherland,Cleveland,Oh,Ohio,44114,United States,North America,1971-07-20
1481042,Male,Steve Martinez,Port Jefferson Stati,Ny,New York,11776,United States,North America,1996-07-01
1481067,Male,William Eilerman,New York,Ny,New York,10013,United States,North America,1936-07-28
1481150,Male,Bradley Cambell,Suffern,Ny,New York,10901,United States,North America,1935-05-26
1481244,Female,Mabel Bustamante,Greenville,Nc,North Carolina,27834,United States,North America,1996-12-25
1481250,Male,Buddy Hewitt,Garden City,Ny,New York,11530,United States,North America,1989-04-07
1481530,Male,Anthony Ungar,Nashville,Tn,Tennessee,37201,United States,North America,1996-07-15
1481578,Male,Jonathan Kitchen,Ramona,Ca,California,92065,United States,North America,1987-01-08
1482039,Male,Keith Bouchard,Juneau,Ak,Alaska,99801,United States,North America,1958-03-28
1482078,Female,Gracie Choate,Carthage,Mo,Missouri,64836,United States,North America,1993-06-29
1482176,Female,Abbie Mcdowell,Pittsburgh,Pa,Pennsylvania,15205,United States,North America,1980-08-16
1482325,Female,Josephine Pepper,Harlingen,Tx,Texas,78550,United States,North America,1948-05-15
1482467,Male,Walter Taylor,Centralia,Il,Illinois,62801,United States,North America,1983-11-03
1482513,Male,Richard Lauritsen,Washington,Va,Virginia,20005,United States,North America,1942-05-26
1482535,Male,Nathan Wasserman,Gaylord,Mi,Michigan,49735,United States,North America,1958-08-10
1482570,Male,Charles Wiseman,Sedona,Az,Arizona,86341,United States,North America,1978-04-25
1482586,Female,Edna Gilmer,Cleburne,Tx,Texas,76031,United States,North America,1948-12-18
1482831,Female,Ann Calhoun,Lansing,Mi,Michigan,48910,United States,North America,1999-01-20
1483091,Male,Norman Hall,Dallas,Tx,Texas,75212,United States,North America,1964-07-18
1483256,Male,Al James,Rancho Cordova,Ca,California,95742,United States,North America,1942-04-18
1483469,Female,Kenisha Daigle,Birdsboro,Pa,Pennsylvania,19508,United States,North America,1942-10-08
1483567,Female,Lynette Becerra,Kingman,Az,Arizona,86401,United States,North America,1967-08-25
1483593,Female,Ruby Baeza,Modesto,Ca,California,95354,United States,North America,1938-08-31
1483653,Female,Selma Murphy,Hutchinson,Ks,Kansas,67501,United States,North America,1968-08-28
1483885,Female,Casandra Simmons,Gainesville,Fl,Florida,32601,United States,North America,1993-01-25
1484053,Female,Mary Williams,Armonk Village,Ny,New York,10504,United States,North America,1961-01-07
1484131,Female,Dianne Hesse,Brentwood,Tn,Tennessee,37027,United States,North America,1978-11-10
1484183,Male,Thomas Charpentier,Decatur,Ga,Georgia,30030,United States,North America,1964-12-15
1484343,Male,Marc Taylor,Cibicue,Az,Arizona,85941,United States,North America,1990-03-06
1484427,Female,Virginia Givens,Miami,Fl,Florida,33165,United States,North America,1965-05-10
1484479,Male,Evan Mata,Martinsville,Va,Virginia,24112,United States,North America,1971-07-03
1484484,Female,Judy Willoughby,Houston,Tx,Texas,77036,United States,North America,1993-08-08
1484561,Male,Alfred King,Laredo,Tx,Texas,78040,United States,North America,1955-03-27
1484738,Male,Lewis Edwards,Eagleville,Pa,Pennsylvania,19403,United States,North America,1980-01-09
1484743,Male,Boyce Arrington,Ashland,Or,Oregon,97520,United States,North America,1991-09-27
1484805,Female,Margie York,Tampa,Fl,Florida,33602,United States,North America,1943-05-25
1484963,Female,Lynda Fiore,Uniondale,In,Indiana,46791,United States,North America,1944-11-21
1484964,Male,David Robertson,Cambridge,Ma,Massachusetts,2141,United States,North America,1978-05-04
1485014,Female,Donna Tanaka,Colton,Ca,California,92324,United States,North America,1974-12-01
1485318,Male,Richard Lord,Vienna,Va,Virginia,22181,United States,North America,1951-10-01
1485354,Female,Loraine Iliff,Layton,Ut,Utah,84041,United States,North America,1984-09-27
1485367,Female,Julia Welch,Crafton,Pa,Pennsylvania,15205,United States,North America,1957-05-14
1485404,Female,Dawn Caldwell,Charlottesville,Va,Virginia,22903,United States,North America,1945-07-27
1485415,Female,Kimberly Mcleod,Lexington,Nc,North Carolina,27292,United States,North America,1955-04-01
1485548,Female,Melinda Stickles,Worthington,Oh,Ohio,43085,United States,North America,1959-02-21
1486024,Male,Bobby Jenkins,Great Neck,Ny,New York,11021,United States,North America,1942-08-18
1486029,Female,Yolanda Sanders,North Miami,Fl,Florida,33161,United States,North America,1985-02-18
1486156,Male,Melvin Duckett,Breckenridge,Co,Colorado,80424,United States,North America,1972-07-03
1486370,Female,Vera Colby,Savannah,Ga,Georgia,31405,United States,North America,1942-12-07
1486608,Male,Sherman Frazier,Providence,Ri,Rhode Island,2906,United States,North America,2000-04-12
1486720,Female,Whitney Black,Lovell,Wy,Wyoming,82431,United States,North America,1977-12-30
1486762,Female,Ashley Currie,Plano,Tx,Texas,75074,United States,North America,1981-09-30
1486787,Male,David Myers,New York,Ny,New York,10013,United States,North America,2001-03-11
1486871,Male,Brandon Bracey,Murrieta,Ca,California,92562,United States,North America,1937-03-19
1486879,Female,Rebecca Gardner,Chicago,Il,Illinois,60606,United States,North America,1964-10-22
1486980,Male,Mack Bracamonte,Chattanooga,Tn,Tennessee,37421,United States,North America,1977-01-07
1487034,Male,Richard Lederman,New Orleans,La,Louisiana,70119,United States,North America,1999-07-22
1487198,Female,Christina Mcmahan,Southington,Ct,Connecticut,6489,United States,North America,1953-05-25
1487390,Male,Gerald Muller,Scurry,Tx,Texas,75158,United States,North America,1938-07-24
1487544,Female,Ericka Miller,Brimson,Mo,Missouri,64626,United States,North America,1974-07-21
1487580,Male,Wayne Larios,Yakima,Wa,Washington,98902,United States,North America,1973-02-07
1487693,Female,Lisa Bailey,Ocala,Fl,Florida,34471,United States,North America,1966-09-14
1487794,Female,Jessie Kuykendall,Irvine,Ca,California,92714,United States,North America,1935-05-25
1488083,Female,Cathy Holmes,Bethesda,Md,Maryland,20014,United States,North America,1975-11-03
1488175,Female,Louise Galyean,Toledo,Oh,Ohio,43626,United States,North America,1998-02-12
1488346,Female,Dorothy Toomer,Kopperl,Tx,Texas,76652,United States,North America,1940-06-26
1488538,Female,Magdalena Rambert,Atlanta,Ga,Georgia,30305,United States,North America,1942-11-19
1488708,Female,Cynthia Milligan,Portsmouth,Nh,New Hampshire,3801,United States,North America,1958-06-10
1488734,Female,Nicole Vickery,Los Gatos,Ca,California,95030,United States,North America,1969-11-06
1488910,Female,Cindy Ramos,Kansas City,Ks,Kansas,66102,United States,North America,1980-11-24
1488975,Female,Doris Heidelberg,Pekin,Il,Illinois,61554,United States,North America,1951-01-18
1489054,Male,Adam Cook,Helen,Ga,Georgia,30545,United States,North America,1960-12-07
1489075,Female,Gladys Lang,Fairview,Wv,West Virginia,26570,United States,North America,1959-08-31
1489101,Male,Dan Williams,Travelers Rest,Sc,South Carolina,29690,United States,North America,1993-07-18
1489110,Male,John Cruz,Montgomery,Al,Alabama,36014,United States,North America,1966-09-02
1489156,Male,Richard Hurst,Bryn Mawr,Pa,Pennsylvania,19010,United States,North America,2001-09-01
1489269,Female,Carol Clement,Newark,Pa,Pennsylvania,19714,United States,North America,1973-04-08
1489535,Female,Betty Brown,York,Pa,Pennsylvania,17402,United States,North America,1978-05-18
1489610,Female,Rachel Knight,Aurora,Co,Colorado,80014,United States,North America,1979-12-06
1489650,Male,Albert Merritt,Fairport,Ny,New York,14450,United States,North America,1988-11-06
1490044,Female,Rose Wilburn,Camden,Nj,New Jersey,8102,United States,North America,1964-12-04
1490061,Male,Casey Wilson,Altus,Ok,Oklahoma,73521,United States,North America,1940-12-24
1490226,Male,Kraig Colbert,Charlotte,Nc,North Carolina,28202,United States,North America,1998-05-29
1490323,Female,Lynette Carrington,Rock Hill,Sc,South Carolina,29730,United States,North America,1989-01-19
1490471,Male,Guillermo Leon,Farmington Hills,Mi,Michigan,48335,United States,North America,1971-03-06
1490800,Male,John Adams,Springfield,Il,Illinois,62704,United States,North America,1959-10-20
1490808,Male,Claude Martin,Englewood,Co,Colorado,80112,United States,North America,1971-06-30
1491175,Female,Martine Engles,Westbury,Ny,New York,11590,United States,North America,1940-03-06
1491521,Male,William Moses,Lancaster,Sc,South Carolina,29720,United States,North America,1975-03-30
1491533,Male,Prince Corsi,New York,Ny,New York,10011,United States,North America,1988-03-02
1491550,Female,Irene Hall,New York,Ny,New York,10007,United States,North America,1972-12-11
1491708,Female,Renate Hendershot,Cottonwood,Ut,Utah,84121,United States,North America,1997-02-03
1491746,Male,Edward Junker,Madrid,Ny,New York,13660,United States,North America,1993-02-01
1491814,Female,Yong Bastarache,Dayton,Oh,Ohio,45402,United States,North America,1980-05-18
1491817,Female,Edith Condon,Casper,Wy,Wyoming,82601,United States,North America,1958-08-22
1491897,Male,David Garcia,New York,Ny,New York,10004,United States,North America,1994-09-29
1492176,Female,Margaret Mattson,Otho,Ia,Iowa,50569,United States,North America,1993-11-11
1492661,Female,Rosemary Harlow,New York,Ny,New York,10011,United States,North America,1978-08-08
1492941,Female,Erna Vedder,Sugar Land,Tx,Texas,77478,United States,North America,1947-04-01
1493184,Female,Phyllis Hubbard,Greensboro,Nc,North Carolina,27407,United States,North America,1948-03-05
1493457,Male,Marcos Mcmichael,Tampa,Fl,Florida,33614,United States,North America,1948-04-15
1493539,Male,Max Smith,Detroit,Mi,Michigan,48219,United States,North America,1946-10-08
1493694,Female,Jennifer Acord,Eau Claire,Wi,Wisconsin,54701,United States,North America,1950-09-02
1493760,Female,Eliza Norwood,Bon Wier,Tx,Texas,75928,United States,North America,1976-07-12
1493826,Male,Fred Green,Dublin,Ca,California,94568,United States,North America,1959-05-28
1493947,Female,Louise Gross,Rolla,Mo,Missouri,65401,United States,North America,1972-11-11
1494306,Female,Trisha Morton,Bakersfield,Ca,California,93301,United States,North America,1960-06-26
1494972,Male,David King,Reno,Nv,Nevada,89506,United States,North America,1949-09-06
1495200,Female,Cythia Smith,Cleveland,Oh,Ohio,44115,United States,North America,1968-11-30
1495557,Female,Cristie Miller,Washington,Dc,Washington Dc,20009,United States,North America,1975-11-29
1495668,Male,Kevin Bellows,Atlanta,Ga,Georgia,30303,United States,North America,1987-01-09
1495710,Male,Clyde Glenn,Vacaville,Ca,California,95688,United States,North America,1959-04-22
1495716,Male,Timothy Alvarez,San Jose,Ca,California,95113,United States,North America,1961-10-07
1495792,Male,Peter Dunn,Northbrook,Il,Illinois,60062,United States,North America,1990-11-30
1496038,Male,Cary Gibson,Wichita,Ks,Kansas,67202,United States,North America,1941-06-06
1496211,Female,Rosemarie Raper,Toledo,Oh,Ohio,43609,United States,North America,1999-12-16
1496288,Male,Charles Cook,Laurel,Md,Maryland,20707,United States,North America,1949-03-13
1496323,Male,Jay Hoffman,Tampa,Fl,Florida,33634,United States,North America,1980-12-25
1496326,Female,Marcia Miers,North Kingstown,Ri,Rhode Island,2852,United States,North America,1986-08-05
1496360,Female,Clara Santiago,Dickinson,Nd,North Dakota,58601,United States,North America,1972-11-16
1496421,Male,Ray Free,Rocky Mount,Nc,North Carolina,27804,United States,North America,1963-06-14
1496507,Female,Deandra Welch,Waltham,Ma,Massachusetts,2154,United States,North America,1935-11-15
1496883,Female,Diane Raines,Fresno,Ca,California,93721,United States,North America,1968-03-24
1497017,Male,Javier Black,Fort Myers,Fl,Florida,33901,United States,North America,1957-08-14
1497140,Male,Erick Eddy,South Burlington,Vt,Vermont,5403,United States,North America,1968-09-12
1497151,Female,Veronica Bisson,Sioux Falls,Sd,South Dakota,57106,United States,North America,2000-04-26
1497629,Male,Brian Towle,Lyndhurst,Nj,New Jersey,7071,United States,North America,1988-02-29
1497719,Female,Carolyn Murley,San Jose,Ca,California,95110,United States,North America,1936-01-01
1497730,Male,Jeremy Johnson,Wethersfield,Ct,Connecticut,6109,United States,North America,1957-01-27
1497768,Female,Joyce Clark,Sherman Oaks,Ca,California,91403,United States,North America,1957-01-20
1497974,Male,Nathaniel Ward,New Orleans,La,Louisiana,70171,United States,North America,1936-09-28
1498031,Male,Wm Ferguson,Lafayette,La,Louisiana,70501,United States,North America,1972-10-02
1498135,Male,Rene Johnson,Blue Earth,Mn,Minnesota,56013,United States,North America,1949-05-26
1498218,Male,Lawrence Reardon,Bacheshall,Va,Virginia,24541,United States,North America,1955-11-12
1498245,Male,Darrell Roe,Dallas,Tx,Texas,75201,United States,North America,2001-08-28
1498538,Male,Richard Tumlin,Denver,Co,Colorado,80202,United States,North America,1980-11-13
1498800,Female,Thomasena Cleveland,Boca Raton,Fl,Florida,33487,United States,North America,1964-10-22
1499317,Male,Harry Henson,Richardson,Tx,Texas,75081,United States,North America,1989-05-23
1499462,Female,Teresa Cargill,Fairbanks,Ak,Alaska,99701,United States,North America,1996-07-07
1499604,Male,Richard Green,Chicago,Il,Illinois,60601,United States,North America,1979-06-16
1499630,Male,Francis Jones,Huntsville,Al,Alabama,35802,United States,North America,1972-03-25
1499679,Female,Helen Davis,Zoneton,Ky,Kentucky,40165,United States,North America,1945-12-01
1499879,Female,Doris Kimball,Los Angeles,Ca,California,90017,United States,North America,1999-12-31
1499911,Male,Mark Laforge,Maryland Heights,Il,Illinois,63043,United States,North America,1965-09-27
1500150,Male,Edwin Slaughter,Ridge,Md,Maryland,20680,United States,North America,1988-10-15
1500226,Male,Thomas Hoar,Mililani,Hi,Hawaii,96789,United States,North America,1956-05-13
1500269,Female,Cheryl Campbell,Brevard,Nc,North Carolina,28712,United States,North America,1984-04-29
1500391,Male,Mark Higgins,Victor,Ia,Iowa,52347,United States,North America,1978-08-14
1501073,Female,Hilda Young,Providence,Ri,Rhode Island,2903,United States,North America,1997-12-26
1501127,Female,Florence Thrasher,Newtown,Pa,Pennsylvania,18940,United States,North America,1951-09-25
1501353,Male,Aaron Mclean,North Deering,Me,Maine,4103,United States,North America,1935-06-01
1501383,Male,William Romriell,Dallas,Tx,Texas,75240,United States,North America,1995-10-11
1501439,Female,Naomi Mcdonald,Truxton,Mo,Missouri,63381,United States,North America,1994-09-01
1501443,Female,Cathy Campbell,Philadelphia,Pa,Pennsylvania,19139,United States,North America,1965-08-13
1501608,Female,Rosalind Castellanos,Irvine,Ca,California,92614,United States,North America,1979-06-06
1501626,Female,Sandra Tea,Dayton,Oh,Ohio,45402,United States,North America,1980-10-21
1501704,Female,Shannon Wolfe,New York,Ny,New York,10016,United States,North America,1977-09-19
1501746,Female,Mary Burgess,Belen,Nm,New Mexico,87002,United States,North America,1936-02-03
1501857,Female,Mary Ricketts,Elmhurst,Il,Illinois,60126,United States,North America,1946-06-17
1502034,Female,Julie Miner,Van Buren,Mo,Missouri,63965,United States,North America,1982-04-18
1502234,Female,Joann Becerra,Cambridge,Ma,Massachusetts,2141,United States,North America,1944-03-09
1502289,Male,Michael Justice,Columbus,Ga,Georgia,31901,United States,North America,1951-01-25
1502479,Female,Sarah Preston,Poughkeepsie,Ny,New York,12601,United States,North America,1999-07-06
1502480,Female,Deborah Nelson,East Lansing,Mi,Michigan,48823,United States,North America,1957-04-30
1502555,Female,Brenda Adams,Newark,Nj,New Jersey,7102,United States,North America,1948-11-15
1502567,Male,Timothy Morales,Millington,Tn,Tennessee,38053,United States,North America,2000-05-18
1502818,Female,Lora Jones,Los Angeles,Ca,California,90014,United States,North America,1962-11-23
1502837,Female,Beverly Jarvis,Sanger,Ca,California,93657,United States,North America,1945-11-20
1503301,Female,Sophie Aguilar,Louisville,Ky,Kentucky,40202,United States,North America,1954-04-10
1503418,Male,John Barlow,Paducah,Ky,Kentucky,42003,United States,North America,1983-04-27
1503489,Female,Joan Boyd,Cambridge,Ma,Massachusetts,2141,United States,North America,1940-02-15
1503538,Male,Robert Smith,Almelund,Mn,Minnesota,55056,United States,North America,1976-11-04
1503640,Male,Andrew Usrey,Warren,Oh,Ohio,44484,United States,North America,1996-03-12
1503831,Female,Virgie Takacs,Walworth,Wi,Wisconsin,53184,United States,North America,1962-09-04
1503933,Female,Jeannie Gordon,Seattle,Wa,Washington,98109,United States,North America,1979-07-21
1504078,Male,Mark Wall,Ludlow,Ma,Massachusetts,1056,United States,North America,1965-03-31
1504102,Female,Gloria Arce,Henderson,Nv,Nevada,89014,United States,North America,1995-09-24
1504353,Female,Harriet Babcock,Port Orford,Or,Oregon,97465,United States,North America,2000-11-08
1504430,Male,Paul Raggs,Biloxi,Ms,Mississippi,39531,United States,North America,1997-01-19
1504616,Male,Justin Helms,New York,Ny,New York,10007,United States,North America,2000-06-22
1504968,Male,Manuel Thomson,Weehawken,Nj,New Jersey,7087,United States,North America,1944-09-23
1505426,Male,Greg Ernst,Phoenix,Az,Arizona,85040,United States,North America,1966-12-23
1505443,Female,Charla Counts,Denver,Co,Colorado,80202,United States,North America,2001-12-23
1505524,Male,Terry Hillier,Jackson,Ms,Mississippi,39206,United States,North America,1987-12-15
1505684,Male,Simon Mayo,Salisbury,Nc,North Carolina,28144,United States,North America,1939-07-20
1505768,Male,Jose Alleman,Aurora,Co,Colorado,80014,United States,North America,1965-11-23
1505785,Female,Lee Elkins,Denver,Co,Colorado,80202,United States,North America,1991-06-05
1505995,Male,Steve Santacruz,New York,Ny,New York,10016,United States,North America,1987-03-22
1506082,Male,Roberto Moore,Gainesville,Fl,Florida,32601,United States,North America,1949-06-27
1506205,Male,Valentine Fulton,San Francisco,Ca,California,94107,United States,North America,1950-09-21
1506352,Female,Charlotte Busse,Long Beach,Ca,California,90802,United States,North America,1955-02-17
1506430,Male,Harold Fleener,Columbus,Oh,Ohio,43213,United States,North America,1958-12-21
1506493,Female,Vanessa White,Greenville,Sc,South Carolina,29601,United States,North America,1995-07-06
1506504,Female,Samantha Durst,Saint Cloud,Mn,Minnesota,56301,United States,North America,1974-03-21
1506511,Male,James Mehl,Salt Lake City,Ut,Utah,84106,United States,North America,1969-04-12
1506603,Female,Rosalia Davis,Jackson,Ms,Mississippi,39211,United States,North America,1997-08-28
1506640,Female,Kristi Munch,San Leandro,Ca,California,94578,United States,North America,2001-05-15
1507007,Female,Ella Roan,Los Angeles,Ca,California,90067,United States,North America,1995-08-23
1507090,Male,Thomas Thomas,Appleton,Wi,Wisconsin,54911,United States,North America,1992-01-19
1507267,Female,Karen Mccain,Corpus Christi,Tx,Texas,78401,United States,North America,1969-08-21
1507348,Male,Rosendo Wolf,El Paso,Tx,Texas,79906,United States,North America,1937-05-16
1507400,Male,Walter Burdette,Meriden,Ct,Connecticut,6450,United States,North America,1995-02-06
1507519,Male,Ronald Kees,Jackpot,Nv,Nevada,89825,United States,North America,1999-07-04
1507750,Female,Ruthann Clarke,Dawsonville,Ga,Georgia,30534,United States,North America,1991-03-26
1507791,Male,Angel Tosh,Bridgeville,Pa,Pennsylvania,15017,United States,North America,1977-03-19
1507804,Female,Mary Battle,Denver,Co,Colorado,80239,United States,North America,1971-09-21
1507926,Female,Aimee Wong,Anaheim,Ca,California,92804,United States,North America,1961-01-16
1508230,Male,Thomas Barb,Dallas,Tx,Texas,75204,United States,North America,1979-10-10
1508265,Male,Mathew Neer,Montville,Oh,Ohio,44062,United States,North America,1993-04-18
1508295,Male,Donald Ragland,Westchester,Il,Illinois,60154,United States,North America,1964-08-12
1508721,Female,Shawna Tobler,Chicago,Il,Illinois,60657,United States,North America,1977-04-03
1509196,Male,Don Word,Phoenix,Az,Arizona,85023,United States,North America,1990-08-26
1509207,Female,Judy Reeves,Peoria,Az,Arizona,85382,United States,North America,1935-11-05
1509250,Female,Charisse Davidson,Tigard,Or,Oregon,97223,United States,North America,1989-09-05
1509335,Male,Robert Blackwell,Happy Camp,Ca,California,96039,United States,North America,1959-12-03
1509730,Male,Jason Reeves,Plum,Tx,Texas,78952,United States,North America,1958-03-21
1509931,Female,Helen Stoner,Avon Park,Fl,Florida,33825,United States,North America,1988-03-27
1509978,Female,Elizabeth Smith,Kenner,La,Louisiana,70062,United States,North America,1942-11-06
1510026,Male,Christopher Alvarado,Marietta,Ga,Georgia,30067,United States,North America,1938-05-13
1510144,Male,Otis Shaffer,Plano,Tx,Texas,75074,United States,North America,1994-08-02
1510251,Female,Linda Daniel,Detroit,Mi,Michigan,48219,United States,North America,2000-01-30
1510265,Male,Patrick Hodges,Erie,Pa,Pennsylvania,16501,United States,North America,1967-04-11
1510449,Female,Candace Beasley,Freehold,Nj,New Jersey,7728,United States,North America,1990-05-02
1510628,Male,Albert Williams,Beaufort,Sc,South Carolina,29902,United States,North America,1952-12-24
1510796,Female,Maggie Paxton,Wichita,Ks,Kansas,67214,United States,North America,1995-09-22
1510814,Male,Robert Mcmaster,Arlington Heights,Il,Illinois,60005,United States,North America,1975-03-28
1511165,Female,Iva Milliman,Monterey,Ca,California,95940,United States,North America,1951-08-02
1511333,Male,Eldon Nelson,Gibsonia,Pa,Pennsylvania,15044,United States,North America,1957-11-29
1511494,Female,Vera Mcclinton,Armonk Village,Ny,New York,10504,United States,North America,1985-04-16
1512083,Female,Ada Flores,Pittsburgh,Pa,Pennsylvania,15201,United States,North America,1950-12-11
1512274,Female,Marlene Rowe,Winona,Mn,Minnesota,55987,United States,North America,1964-07-06
1512289,Female,Erica Pritchett,Reno,Nv,Nevada,89501,United States,North America,1977-12-11
1512558,Female,Kimberly Walden,West Roxbury,Ma,Massachusetts,2132,United States,North America,1968-12-04
1512747,Male,Walter Bynum,Houston,Tx,Texas,77002,United States,North America,1939-01-06
1513100,Male,Charles Tiner,Bluefield,Wv,West Virginia,24701,United States,North America,1938-12-26
1513119,Female,Stacey James,Richmond,Va,Virginia,23231,United States,North America,1977-09-13
1513290,Female,Theresa Maguire,Fayetteville,Ar,Arkansas,72701,United States,North America,1936-01-14
1513427,Female,Jennifer Garza,Fargo,Nd,North Dakota,58104,United States,North America,1957-01-31
1513428,Male,Vincent Goodwin,Buffalo,Ny,New York,14216,United States,North America,1998-11-01
1513448,Male,Ray Villanueva,Branchburg,Nj,New Jersey,8876,United States,North America,1980-08-02
1513582,Female,Rosa Lance,Matthews,Nc,North Carolina,28105,United States,North America,1976-06-05
1513646,Male,Darrell Osborne,Peoria,Il,Illinois,61602,United States,North America,2000-01-28
1513670,Female,Diane Hulsey,Federal Way,Wa,Washington,98003,United States,North America,1981-06-07
1513795,Female,Sally Lee,Charlevoix,Mi,Michigan,49720,United States,North America,1996-07-22
1513894,Male,Bryant Clevenger,Monterey,Ca,California,95940,United States,North America,1988-12-21
1513963,Male,Jesus Matis,Bayonne,Nj,New Jersey,7002,United States,North America,1995-02-20
1514006,Male,Ronald Fowler,Buffalo,Ny,New York,14216,United States,North America,1941-07-17
1514093,Female,Claudette Karas,Pardeeville,Wi,Wisconsin,53954,United States,North America,1982-09-06
1514233,Female,Carolyn Weeks,Pueblo,Co,Colorado,81004,United States,North America,1981-02-24
1514479,Male,Timothy Hall,Amarillo,Tx,Texas,79101,United States,North America,1961-03-23
1514787,Male,Andrew Wilson,Farmington,Nm,New Mexico,87401,United States,North America,1996-09-24
1514884,Female,Kristin Sims,Bethel Park,Pa,Pennsylvania,15102,United States,North America,1992-06-12
